"member(N1,Q1)",one_a(R1),"one_b_msg(N1,R1,VO1)","left_round(N1,R1)","joined_round(N1,R1)","proposal(I1,R1,VA1)","proposal(I2,R1,VA1)","proposal(I3,R1,VA1)",active(R1),"vote(N1,I1,R1,VA1)","vote(N1,I2,R1,VA1)","vote(N1,I3,R1,VA1)","decision(N1,I1,R1,VA1)","decision(N1,I2,R1,VA1)","decision(N1,I3,R1,VA1)",none=R1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
